0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,1597,757,33,1705,463,571,5044,302,1598,80,16,2783,1305,66,2275,5045,104,2783,808,357,6183,72,66,6,3091,757,3092,14,pure,story
369,85,135,396,439,657,1599,233,2521,200,17,247,6,155,5048,1960,987,89,18,77,809,502,5,12,372,333,481,658,2277,28,698,515,11,81,262,9,157,46,208,1455,2784,18,1146,516,154,27,2521,1097,139,3524,581,4120,2096,4121,3093,thrill,story
0,0,0,0,0,0,0,0,0,0,60,42,1456,4122,1457,555,1026,273,86,720,681,285,43,286,739,403,370,865,3,84,404,23,2097,119,86,2097,119,2785,3094,1456,1458,53,63,580,258,698,10,5049,160,1377,404,86,589,5,2,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,681,17,176,1377,51,68,121,263,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786,3,14,6184,285,136,45,2522,1961,758,pure,story
0,177,139,2523,38,1248,104,43,172,1962,3525,4123,52,721,51,4124,4125,227,659,49,5050,2098,156,5051,2524,5052,214,1,139,1962,222,839,866,38,3526,3527,2,403,525,94,274,63,38,3526,660,525,403,3,28,2525,988,69,454,5,2,thrill,story
12,4126,1459,572,4127,2527,25,91,3531,1378,3532,290,1600,759,2527,103,2099,1249,455,2,572,189,3095,405,74,2100,233,224,6187,209,82,6,2279,2101,1706,406,2102,440,2528,27,110,4127,928,103,2,11,759,2527,3095,405,1830,899,660,5053,225,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2103,187,1601,184,187,33,thrill,story
0,0,0,0,1707,590,464,5054,1147,126,1707,151,53,18,2,38,1707,62,291,16,1707,151,154,1707,151,1027,3096,1831,1,2104,151,154,526,722,51,350,75,334,682,456,1708,760,63,1707,469,188,84,1707,151,4,164,5,2,11,166,comic,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,196,1306,358,1,209,199,3,1598,27,248,14,thrill,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2529,273,2280,19,273,303,213,6188,9,119,304,385,1307,1518,50,53,235,540,699,comic,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,2281,171,73,218,2105,761,2282,1149,395,1460,2283,1147,162,233,3533,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,328,343,comic,episode
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,640,178,264,811,3534,1,50,150,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,4,927,5,2,1060,237,35,590,109,1602,57,237,5055,1099,439,867,22,4128,332,111,556,428,63,121,457,335,143,11,166,drama,story
0,160,283,812,24,10,4129,49,25,1709,6189,740,6190,3097,4130,4,1603,329,741,5056,582,1150,741,5056,85,351,6190,370,3097,407,24,1150,1604,441,229,4131,106,9,318,60,1519,249,3535,129,9,209,741,5056,470,2278,105,24,1520,248,14,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6191,840,1,661,4132,2284,2285,4133,2286,2530,700,1250,1461,787,464,759,813,162,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2281,336,3536,482,96,1151,317,868,373,64,352,701,929,5057,758,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,6192,6193,60,11,389,1151,317,3537,140,104,1832,65,1,1251,606,2106,1963,814,309,91,104,1832,355,1252,319,1833,5058,3,2788,167,275,2287,419,1826,742,54,action,episode
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,265,27,464,234,136,45,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3538,219,3539,3538,64,1834,68,1710,662,thrill,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,2531,43,172,46,1100,65,1100,2288,1964,1711,841,5059,3098,66,6,930,606,1099,114,573,420,66,1101,591,842,762,541,5060,607,230,471,1521,239,142,48,31,285,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,46,9,702,1522,43,3,34,40,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,244,470,273,330,91,503,89,1456,527,931,50,429,143,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,985,2100,1,56,thrill,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,2107,77,78,472,6194,21,18,815,65,167,50,53,18,2,10,1966,583,133,93,1308,78,3093,1102,18,815,683,158,381,816,4129,49,472,397,29,248,16,64,drama,story
0,0,0,5061,175,49,6195,2789,4134,3540,169,408,40,6196,177,168,3541,270,2532,3542,421,6197,6198,321,1028,663,14,47,1966,372,1835,8,6196,212,309,88,181,2108,169,139,353,6195,2789,271,99,4135,684,3543,483,352,701,929,79,2790,758,fantasy,story
0,0,0,0,0,0,2791,788,72,312,1029,5,2,989,2533,4136,65,4136,2791,109,5062,257,504,639,29,6199,458,2791,6199,344,930,4136,27,176,1967,420,2791,23,6200,5,12,4136,528,698,2792,240,27,1103,154,28,72,78,901,4,529,drama,story
87,374,409,81,1968,430,5,1,6,1712,3099,4137,4138,375,19,330,89,1,409,419,1309,330,318,1713,641,138,25,99,115,316,4139,422,869,990,110,1310,3544,182,842,1253,35,1713,13,440,902,116,63,1713,988,2289,28,13,481,5,2,thrill,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4140,743,54,305,5063,5064,3100,10,119,24,1,14,233,1714,2,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,723,180,607,664,1462,6201,179,1,action,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1379,22,442,102,36,608,592,6202,33,608,102,6202,3545,72,231,1715,55,189,549,5065,3545,3101,1828,daily,episode
0,0,0,0,0,0,0,703,2290,3,6203,5066,6204,28,271,228,223,2109,333,186,2,763,88,258,84,164,58,17,88,164,17,699,606,1710,2534,505,65,3546,152,10,3102,398,843,6205,3103,119,142,1311,197,540,527,2110,6204,3104,5067,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,18,483,11,13,104,192,789,79,2793,17,6206,46,201,23,292,79,comic,episode
0,0,0,0,0,0,0,157,1837,8,6207,5068,1838,704,61,34,3105,96,1969,105,484,2794,625,443,51,991,1838,5068,739,403,3,5069,1838,2111,386,120,932,2291,49,1,105,992,1838,744,993,3092,5068,6207,1,63,469,49,2535,5,2,thrill,story
0,0,0,0,0,0,0,0,112,23,2292,1605,4,933,681,105,642,1195,2292,1605,2293,643,178,6208,3547,5070,1104,6209,83,933,790,310,71,42,1312,5070,2795,64,2292,933,357,6183,933,112,409,3106,2112,1717,312,9,4141,609,1839,55,320,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5071,4,139,4142,473,151,1152,5072,37,3,27,454,5,2,thrill,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,6210,3,410,213,845,32,4,22,870,1826,78,1970,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,431,72,5073,119,358,6211,45,24,218,665,109,471,376,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,4143,244,66,94,19,244,145,89,205,91,60,310,353,action,story
0,0,0,0,0,0,0,0,0,0,6212,1971,18,495,8,10,4144,82,111,626,98,37,215,197,11,98,240,115,1254,846,332,94,1196,14,422,107,593,67,6213,1380,6214,10,4145,65,1,470,685,1840,16,115,1254,2294,574,3548,4137,action,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,48,994,1030,6215,1381,3107,145,423,375,322,903,219,210,14,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,83,129,139,408,31,229,144,91,1061,107,594,2113,65,377,4146,644,720,183,183,489,9,drama,episode
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6216,995,6217,55,1100,82,1100,764,1197,239,323,1606,517,72,485,14,sensibility,episode
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,36,2294,459,24,1148,786,5074,2294,306,61,444,18,48,3108,1523,2796,6218,1250,30,2797,3109,2798,293,3108,1523,4147,762,5,2,11,166,sports,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,4,463,306,1151,317,9,261,489,2294,2799,411,1972,157,18,3549,575,3550,action,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,930,6,4148,471,93,82,19,2114,1106,57,1313,3110,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,3111,3112,54,4,84,229,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,30,8,2115,23,432,daily,episode
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536,406,31,48,137,235,2537,50,1974,177,1607,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,83,1097,76,200,445,96,4149,1097,1841,4150,drama,story
0,0,1718,765,570,38,595,28,686,193,18,2,107,4151,221,5075,506,109,1382,78,70,2,2800,64,1524,397,29,4,132,60,11,337,164,121,1107,89,82,84,2116,4,164,1719,60,11,3113,3114,130,610,69,1720,1255,1153,294,130,1975,pure,story
0,0,0,0,0,0,0,0,0,0,227,3098,1721,2295,262,234,118,427,2296,86,530,42,474,666,4152,610,130,89,1976,789,6219,17,594,2297,86,182,3551,5076,17,27,111,475,93,15,82,42,63,1028,483,1976,31,2297,2298,1463,45,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,15,12,1255,1153,66,1977,130,80,daily,omnibus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,87,1525,724,6220,996,234,1108,66,61,212,87,6221,234,6222,1518,2299,840,645,1608,407,16,145,2117,action,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6223,1108,596,120,361,194,20,15,148,865,2118,6224,1108,6225,52,6,355,14,47,6226,6227,1108,1314,4153,904,1842,465,241,4154,98,2538,6,188,72,2801,14,thrill,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3115,5077,485,6228,55,320,2802,29,6229,304,2539,2119,3552,5078,comic,story
0,0,0,0,0,0,0,0,0,0,0,0,0,86,3116,387,55,320,177,22,463,27,200,959,681,703,6203,1609,1154,183,214,6230,150,195,1526,683,1527,345,49,2540,12,6230,764,6231,216,2290,22,116,270,1518,2290,155,995,722,17,comic,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2803,1528,1315,6188,1256,189,100,905,5079,189,3553,1383,69,5,2,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,1062,592,490,390,3117,2300,6232,317,204,5080,791,68,10,32,2301,1529,6233,791,2804,608,102,55,6234,102,960,daily,omnibus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,6235,3118,1,2302,122,6234,102,608,847,178,1971,4155,3101,102,55,189,549,50,daily,omnibus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5081,386,1610,98,2541,331,53,18,2,848,1722,2542,509,69,1257,2303,49,957,1978,154,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,396,2543,5082,5083,2805,1256,2544,215,5084,95,2545,412,406,101,764,205,91,50,3119,drama,omnibus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,45,54,1530,82,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,55,189,93,295,898,1309,2806,112,466,626,460,5,12,2304,34,22,drama,omnibus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,171,8,88,148,2546,133,957,6236,108,50,497,2546,20,15,1063,113,3120,382,370,6237,108,279,1155,9,11,198,50,134,6237,2546,433,323,comic,episode
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6238,725,3554,410,100,31,2521,5085,5086,88,3,25,52,2,20,15,2521,3121,1464,255,3122,116,1843,2,362,52,1,1258,pure,story
0,0,0,665,114,424,611,1316,5087,168,424,518,1979,43,1531,3555,10,2120,6239,65,259,808,17,16,2547,30,612,1532,65,27,766,72,3,934,3555,63,1532,1,1064,539,84,1198,424,5,2,44,273,667,1723,1724,55,1980,1725,45,320,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604,243,203,961,705,157,906,188,961,1065,1058,1317,997,871,1252,431,162,action,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4156,143,907,143,17,224,1611,1109,1465,2807,3123,83,2121,935,18,3556,1981,79,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,2122,1252,446,84,506,2123,627,1318,19,706,77,1318,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240,1193,91,849,26,745,68,994,136,daily,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466,399,78,199,322,204,342,646,54,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,113,872,19,903,26,726,69,763,3,99,29,936,1032,413,1030,4157,489,473,519,thrill,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,218,1259,31,31,1259,662,266,5088,464,54,36,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,292,789,4158,82,50,608,6241,2808,1844,1,46,962,817,746,597,220,daily,episode
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6242,1066,1726,44,1260,27,613,46,702,152,74,3124,1612,2124,1613,90,818,5089,197,2124,189,1384,254,2809,253,4159,42,510,253,720,5090,1156,52,58,2548,4159,42,5091,206,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,44,61,65,74,2810,244,61,65,74,3125,597,5092,comic,episode
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,140,1845,55,320,comic,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,49,252,241,252,747,584,252,322,100,850,2125,668,55,447,354,2305,19,252,747,1614,2305,687,2112,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,153,476,851,1033,42,231,3126,470,6243,2126,4160,31,4161,201,669,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,937,745,68,306,1,10,99,385,504,thrill,omnibus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,1846,341,77,62,36,2,62,908,444,59,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,12,53,5,12,1150,49,5,2,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,387,2307,4162,998,95,520,295,280,5093,30,8,520,295,442,817,628,202,89,2549,1319,5,12,520,738,thrill,episode
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,489,9,1261,55,90,316,1157,50,154,448,3127,4163,688,6244,104,192,2550,3127,527,14,38,569,390,4156,909,330,727,489,4164,75,228,209,60,11,3113,144,82,thrill,story
0,0,0,0,0,0,0,0,332,2811,647,12,707,1111,81,271,748,10,1198,3557,40,1847,61,223,761,491,28,149,1533,10,845,89,1112,1982,3558,6245,1467,761,528,3559,233,3128,249,81,4165,43,457,1,1615,143,576,3543,1385,3560,200,action,story
0,0,0,0,0,0,0,0,83,5094,108,1386,1387,1616,999,61,209,2308,89,26,767,4166,17,108,10,808,83,161,300,2812,1617,2309,50,1320,1262,14,104,192,2551,1321,542,75,334,682,42,63,5095,1727,367,116,33,1034,4167,5,2,comic,story
0,0,0,0,0,0,0,0,0,0,0,2552,175,43,1728,8,3561,1263,3,852,43,61,337,22,398,541,2552,3561,10,647,598,2552,2127,3561,3561,2813,74,2552,648,3562,42,28,113,808,225,63,3561,2552,293,28,569,2814,5096,5,2,pure,story
5097,6247,689,1534,938,1199,73,3559,3,307,3563,498,42,628,103,202,94,1144,6,10,1000,223,1001,3564,381,4,200,2,1719,1618,1468,66,4168,483,2815,44,2,372,1001,3564,381,4,1848,6246,1849,84,543,11,166,74,1849,30,543,11,166,historical,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,406,25,5098,4147,3,664,154,2310,26,726,1067,3565,action,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,124,16,1528,4,5099,6248,19,1,59,3,287,2311,26,109,1846,125,23,pure,story
0,0,0,0,0,24,3566,33,70,44,187,1729,375,499,331,10,3560,20,15,331,5100,3,138,1535,362,819,476,820,57,792,271,117,65,5101,549,254,6249,853,356,939,1,83,153,1619,2101,118,117,356,4169,65,1068,3567,335,40,3129,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,5102,10,133,1469,2312,1257,1620,1,599,1063,113,2,fantasy,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4170,622,9,6250,5103,5104,171,33,4171,461,6251,398,581,106,8,4172,343,50,5104,203,40,225,5104,1536,519,1035,113,6250,158,381,461,481,5,2,action,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1264,70,873,2313,1621,1265,116,236,2554,223,728,3130,33,507,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,1266,286,1622,708,175,362,6252,992,204,219,963,1388,46,690,114,93,737,34,670,423,4173,58,6253,3131,239,110,6252,289,527,64,1623,2555,3091,306,1850,261,14,drama,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,6254,660,2128,550,4174,80,1470,79,comic,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,577,51,285,124,933,1322,43,124,933,4175,3,34,40,1323,189,3132,1537,1537,6255,52,1851,5105,45,pure,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,95,646,1983,3568,1158,3568,3543,405,509,458,144,1200,301,842,85,127,1730,1852,305,thrill,story
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,42,1069,6256,293,78,683,454,1,1267,293,429,788,519,drama,omnibus
